theme_tag,large_sector,primary_sub_archetype,canonical_archetype,posture,must_have_evidence,red_flag_evidence,green_policy,theme_is_score_input,production_scoring_changed,source_round
양자 기술,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science is a RedTeam-first tag.,false,false,round10
세종시,POLICY_GEOPOLITICAL_EVENT,POLICY_LOCAL_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,policy_execution|revenue_visibility|funding,,Local policy themes need execution and revenue evidence.,false,false,round10
지역화폐,POLICY_GEOPOLITICAL_EVENT,POLICY_LOCAL_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,policy_execution|revenue_visibility|funding,,Local policy themes need execution and revenue evidence.,false,false,round10
취업일자리,POLICY_GEOPOLITICAL_EVENT,POLICY_LOCAL_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,policy_execution|revenue_visibility|funding,,Local policy themes need execution and revenue evidence.,false,false,round10
스마트팜,EDUCATION_LIFE_AGRI_MISC,SMART_FARM_AGRI_TECH,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,order_or_adoption|revenue_conversion|margin_visibility,,Smart farm needs adoption and revenue conversion.,false,false,round10
농업 종자,EDUCATION_LIFE_AGRI_MISC,SMART_FARM_AGRI_TECH,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,order_or_adoption|revenue_conversion|margin_visibility,,Smart farm needs adoption and revenue conversion.,false,false,round10
비료,EDUCATION_LIFE_AGRI_MISC,SMART_FARM_AGRI_TECH,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,order_or_adoption|revenue_conversion|margin_visibility,,Smart farm needs adoption and revenue conversion.,false,false,round10
농약,EDUCATION_LIFE_AGRI_MISC,SMART_FARM_AGRI_TECH,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,order_or_adoption|revenue_conversion|margin_visibility,,Smart farm needs adoption and revenue conversion.,false,false,round10
농기계,EDUCATION_LIFE_AGRI_MISC,SMART_FARM_AGRI_TECH,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,order_or_adoption|revenue_conversion|margin_visibility,,Smart farm needs adoption and revenue conversion.,false,false,round10
양돈주,EDUCATION_LIFE_AGRI_MISC,LIVESTOCK_FISHERY_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|price_pass_through,,Livestock/fishery is cycle-heavy.,false,false,round10
육계주,EDUCATION_LIFE_AGRI_MISC,LIVESTOCK_FISHERY_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|price_pass_through,,Livestock/fishery is cycle-heavy.,false,false,round10
참치 원양어업,EDUCATION_LIFE_AGRI_MISC,LIVESTOCK_FISHERY_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|price_pass_through,,Livestock/fishery is cycle-heavy.,false,false,round10
배합사료,EDUCATION_LIFE_AGRI_MISC,LIVESTOCK_FISHERY_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|price_pass_through,,Livestock/fishery is cycle-heavy.,false,false,round10
키즈,EDUCATION_LIFE_AGRI_MISC,HOME_CHILD_EDUCATION,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,recurring_demand|channel_expansion|margin_visibility,,Home/child/education needs recurring demand.,false,false,round10
유아용품,EDUCATION_LIFE_AGRI_MISC,HOME_CHILD_EDUCATION,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,recurring_demand|channel_expansion|margin_visibility,,Home/child/education needs recurring demand.,false,false,round10
교육,EDUCATION_LIFE_AGRI_MISC,HOME_CHILD_EDUCATION,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,recurring_demand|channel_expansion|margin_visibility,,Home/child/education needs recurring demand.,false,false,round10
밥솥,EDUCATION_LIFE_AGRI_MISC,HOME_CHILD_EDUCATION,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,recurring_demand|channel_expansion|margin_visibility,,Home/child/education needs recurring demand.,false,false,round10
폐기물처리,EDUCATION_LIFE_AGRI_MISC,WASTE_RECYCLING_ENVIRONMENT,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,regulated_demand|capacity_utilization|margin_visibility,,Environmental services need regulated demand and utilization evidence.,false,false,round10
폐배터리,EDUCATION_LIFE_AGRI_MISC,WASTE_RECYCLING_ENVIRONMENT,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,regulated_demand|capacity_utilization|margin_visibility,,Environmental services need regulated demand and utilization evidence.,false,false,round10
탈 플라스틱,EDUCATION_LIFE_AGRI_MISC,WASTE_RECYCLING_ENVIRONMENT,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,regulated_demand|capacity_utilization|margin_visibility,,Environmental services need regulated demand and utilization evidence.,false,false,round10
키오스크,EDUCATION_LIFE_AGRI_MISC,SERVICE_KIOSK_AUTOMATION,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,customer_adoption|recurring_revenue|opm_leverage,,Service automation needs adoption and margin leverage.,false,false,round10
컨택센터,EDUCATION_LIFE_AGRI_MISC,SERVICE_KIOSK_AUTOMATION,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,customer_adoption|recurring_revenue|opm_leverage,,Service automation needs adoption and margin leverage.,false,false,round10
스마트홈,EDUCATION_LIFE_AGRI_MISC,SERVICE_KIOSK_AUTOMATION,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,customer_adoption|recurring_revenue|opm_leverage,,Service automation needs adoption and margin leverage.,false,false,round10
편의점,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,same_store_sales|opm_improvement|pb_mix|fcf_improvement,rent_wage_pressure|traffic_only|inventory_build|online_competition,"Green only if store efficiency, margin, and FCF improve beyond simple traffic recovery.",false,false,round12
홈쇼핑,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,same_store_sales|opm_improvement|pb_mix|fcf_improvement,rent_wage_pressure|traffic_only|inventory_build|online_competition,"Green only if store efficiency, margin, and FCF improve beyond simple traffic recovery.",false,false,round12
음식료-유통,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,same_store_sales|opm_improvement|pb_mix|fcf_improvement,rent_wage_pressure|traffic_only|inventory_build|online_competition,"Green only if store efficiency, margin, and FCF improve beyond simple traffic recovery.",false,false,round12
PB상품,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,same_store_sales|opm_improvement|pb_mix|fcf_improvement,rent_wage_pressure|traffic_only|inventory_build|online_competition,"Green only if store efficiency, margin, and FCF improve beyond simple traffic recovery.",false,false,round12
마켓컬리,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin|revenue_conversion,event_premium_only|traffic_without_profit|delivery_cost_pressure,Listing or stake events are event-premium until logistics margin and repeat orders are visible.,false,false,round12
오아시스,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin|revenue_conversion,event_premium_only|traffic_without_profit|delivery_cost_pressure,Listing or stake events are event-premium until logistics margin and repeat orders are visible.,false,false,round12
콜드체인,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin|revenue_conversion,event_premium_only|traffic_without_profit|delivery_cost_pressure,Listing or stake events are event-premium until logistics margin and repeat orders are visible.,false,false,round12
새벽배송,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin|revenue_conversion,event_premium_only|traffic_without_profit|delivery_cost_pressure,Listing or stake events are event-premium until logistics margin and repeat orders are visible.,false,false,round12
손해보험,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_growth|capital_ratio|shareholder_return_execution,loss_ratio_worsening|capital_ratio_weak|credit_cost|return_policy_retreat,"Insurance Green requires underwriting improvement, capital strength, and executed return.",false,false,round12
생명보험,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_growth|capital_ratio|shareholder_return_execution,loss_ratio_worsening|capital_ratio_weak|credit_cost|return_policy_retreat,"Insurance Green requires underwriting improvement, capital strength, and executed return.",false,false,round12
화재,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_growth|capital_ratio|shareholder_return_execution,loss_ratio_worsening|capital_ratio_weak|credit_cost|return_policy_retreat,"Insurance Green requires underwriting improvement, capital strength, and executed return.",false,false,round12
고배당주,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_growth|capital_ratio|shareholder_return_execution,loss_ratio_worsening|capital_ratio_weak|credit_cost|return_policy_retreat,"Insurance Green requires underwriting improvement, capital strength, and executed return.",false,false,round12
결제서비스,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|institutional_adoption|fee_model,law_delay|security_issue|no_revenue|take_rate_pressure,Payment themes need transaction economics and regulated adoption before higher conviction.,false,false,round12
토스 관련주,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|institutional_adoption|fee_model,law_delay|security_issue|no_revenue|take_rate_pressure,Payment themes need transaction economics and regulated adoption before higher conviction.,false,false,round12
지역화폐,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|institutional_adoption|fee_model,law_delay|security_issue|no_revenue|take_rate_pressure,Payment themes need transaction economics and regulated adoption before higher conviction.,false,false,round12
신용정보,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|institutional_adoption|fee_model,law_delay|security_issue|no_revenue|take_rate_pressure,Payment themes need transaction economics and regulated adoption before higher conviction.,false,false,round12
스테이블코인,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulation_approval|issued_volume|fee_model|institutional_adoption,law_delay|security_issue|no_revenue|theme_only_tokenization,Tokenization stays RedTeam-first until regulated revenue and adoption are proven.,false,false,round12
STO,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulation_approval|issued_volume|fee_model|institutional_adoption,law_delay|security_issue|no_revenue|theme_only_tokenization,Tokenization stays RedTeam-first until regulated revenue and adoption are proven.,false,false,round12
디지털자산,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulation_approval|issued_volume|fee_model|institutional_adoption,law_delay|security_issue|no_revenue|theme_only_tokenization,Tokenization stays RedTeam-first until regulated revenue and adoption are proven.,false,false,round12
블록체인,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulation_approval|issued_volume|fee_model|institutional_adoption,law_delay|security_issue|no_revenue|theme_only_tokenization,Tokenization stays RedTeam-first until regulated revenue and adoption are proven.,false,false,round12
NFT,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulation_approval|issued_volume|fee_model|institutional_adoption,law_delay|security_issue|no_revenue|theme_only_tokenization,Tokenization stays RedTeam-first until regulated revenue and adoption are proven.,false,false,round12
화장품 OEM,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|repeat_orders|capacity_utilization|opm_roe_improvement,china_dependency|channel_stuffing|receivables_spike|tariff_regulation,"Beauty supply-chain Green requires repeat orders, diversified customers, and clean working capital.",false,false,round12
화장품 ODM,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|repeat_orders|capacity_utilization|opm_roe_improvement,china_dependency|channel_stuffing|receivables_spike|tariff_regulation,"Beauty supply-chain Green requires repeat orders, diversified customers, and clean working capital.",false,false,round12
화장품 원재료,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|repeat_orders|capacity_utilization|opm_roe_improvement,china_dependency|channel_stuffing|receivables_spike|tariff_regulation,"Beauty supply-chain Green requires repeat orders, diversified customers, and clean working capital.",false,false,round12
화장품 부자재,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|repeat_orders|capacity_utilization|opm_roe_improvement,china_dependency|channel_stuffing|receivables_spike|tariff_regulation,"Beauty supply-chain Green requires repeat orders, diversified customers, and clean working capital.",false,false,round12
양돈주,EDUCATION_LIFE_AGRI_MISC,AGRI_LIVESTOCK_FOOD_COMMODITY,COMMODITY_SPREAD,REDTEAM_FIRST,price_pass_through|feed_cost|inventory_status|op_eps_revision,disease_event_only|feed_cost_squeeze|commodity_reversal|weather_theme,Agri/livestock moves are cycle-capped unless pricing power and repeat demand are visible.,false,false,round12
육계주,EDUCATION_LIFE_AGRI_MISC,AGRI_LIVESTOCK_FOOD_COMMODITY,COMMODITY_SPREAD,REDTEAM_FIRST,price_pass_through|feed_cost|inventory_status|op_eps_revision,disease_event_only|feed_cost_squeeze|commodity_reversal|weather_theme,Agri/livestock moves are cycle-capped unless pricing power and repeat demand are visible.,false,false,round12
배합사료,EDUCATION_LIFE_AGRI_MISC,AGRI_LIVESTOCK_FOOD_COMMODITY,COMMODITY_SPREAD,REDTEAM_FIRST,price_pass_through|feed_cost|inventory_status|op_eps_revision,disease_event_only|feed_cost_squeeze|commodity_reversal|weather_theme,Agri/livestock moves are cycle-capped unless pricing power and repeat demand are visible.,false,false,round12
대두,EDUCATION_LIFE_AGRI_MISC,AGRI_LIVESTOCK_FOOD_COMMODITY,COMMODITY_SPREAD,REDTEAM_FIRST,price_pass_through|feed_cost|inventory_status|op_eps_revision,disease_event_only|feed_cost_squeeze|commodity_reversal|weather_theme,Agri/livestock moves are cycle-capped unless pricing power and repeat demand are visible.,false,false,round12
참치 원양어업,EDUCATION_LIFE_AGRI_MISC,AGRI_LIVESTOCK_FOOD_COMMODITY,COMMODITY_SPREAD,REDTEAM_FIRST,price_pass_through|feed_cost|inventory_status|op_eps_revision,disease_event_only|feed_cost_squeeze|commodity_reversal|weather_theme,Agri/livestock moves are cycle-capped unless pricing power and repeat demand are visible.,false,false,round12
건자재,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,price_hike|shipment_volume|cost_spread|housing_cycle,pf_stress|housing_slowdown|cost_inflation|price_hike_failure,Building materials need price and volume support; PF/real-estate risk caps Green.,false,false,round12
시멘트,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,price_hike|shipment_volume|cost_spread|housing_cycle,pf_stress|housing_slowdown|cost_inflation|price_hike_failure,Building materials need price and volume support; PF/real-estate risk caps Green.,false,false,round12
레미콘,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,price_hike|shipment_volume|cost_spread|housing_cycle,pf_stress|housing_slowdown|cost_inflation|price_hike_failure,Building materials need price and volume support; PF/real-estate risk caps Green.,false,false,round12
콘크리트,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,price_hike|shipment_volume|cost_spread|housing_cycle,pf_stress|housing_slowdown|cost_inflation|price_hike_failure,Building materials need price and volume support; PF/real-estate risk caps Green.,false,false,round12
철근,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,price_hike|shipment_volume|cost_spread|housing_cycle,pf_stress|housing_slowdown|cost_inflation|price_hike_failure,Building materials need price and volume support; PF/real-estate risk caps Green.,false,false,round12
가구,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,price_hike|shipment_volume|cost_spread|housing_cycle,pf_stress|housing_slowdown|cost_inflation|price_hike_failure,Building materials need price and volume support; PF/real-estate risk caps Green.,false,false,round12
거푸집,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,price_hike|shipment_volume|cost_spread|housing_cycle,pf_stress|housing_slowdown|cost_inflation|price_hike_failure,Building materials need price and volume support; PF/real-estate risk caps Green.,false,false,round12
풍력,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,subsidy_cut|project_delay|tariff_issue|utilization_down,Renewable policy needs project economics and margin support before high conviction.,false,false,round12
탄소배출권,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,subsidy_cut|project_delay|tariff_issue|utilization_down,Renewable policy needs project economics and margin support before high conviction.,false,false,round12
신재생에너지,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,subsidy_cut|project_delay|tariff_issue|utilization_down,Renewable policy needs project economics and margin support before high conviction.,false,false,round12
전력망,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,subsidy_cut|project_delay|tariff_issue|utilization_down,Renewable policy needs project economics and margin support before high conviction.,false,false,round12
스마트그리드,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,project_backlog|policy_support|utilization|margin_visibility,subsidy_cut|project_delay|tariff_issue|utilization_down,Renewable policy needs project economics and margin support before high conviction.,false,false,round12
수소차 연료전지,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|production_capacity|customer_demand|cost_curve,policy_dependency|no_revenue|utilization_down|project_delay,Hydrogen is policy/theme-heavy until commercial revenue and utilization are visible.,false,false,round12
수소차 인프라,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|production_capacity|customer_demand|cost_curve,policy_dependency|no_revenue|utilization_down|project_delay,Hydrogen is policy/theme-heavy until commercial revenue and utilization are visible.,false,false,round12
수소차 기타부품,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|production_capacity|customer_demand|cost_curve,policy_dependency|no_revenue|utilization_down|project_delay,Hydrogen is policy/theme-heavy until commercial revenue and utilization are visible.,false,false,round12
태양광,BATTERY_EV_GREEN,SOLAR_TARIFF_SUPPLYCHAIN,UTILITIES_REGULATED_TARIFF,REDTEAM_FIRST,tariff_visibility|supply_chain_clearance|subsidy_support|utilization,tariff_delay|customs_hold|subsidy_cut|supply_chain_disruption,Solar is Green-restricted when tariff/customs and subsidy risk dominate economics.,false,false,round12
태양광 모듈,BATTERY_EV_GREEN,SOLAR_TARIFF_SUPPLYCHAIN,UTILITIES_REGULATED_TARIFF,REDTEAM_FIRST,tariff_visibility|supply_chain_clearance|subsidy_support|utilization,tariff_delay|customs_hold|subsidy_cut|supply_chain_disruption,Solar is Green-restricted when tariff/customs and subsidy risk dominate economics.,false,false,round12
태양광 공급망,BATTERY_EV_GREEN,SOLAR_TARIFF_SUPPLYCHAIN,UTILITIES_REGULATED_TARIFF,REDTEAM_FIRST,tariff_visibility|supply_chain_clearance|subsidy_support|utilization,tariff_delay|customs_hold|subsidy_cut|supply_chain_disruption,Solar is Green-restricted when tariff/customs and subsidy risk dominate economics.,false,false,round12
타이어,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,oe_re_mix|asp|raw_material_spread|customer_diversification,raw_material_inflation|factory_disruption|customer_concentration|auto_demand_slowdown,"Tire/component scoring needs spread and customer evidence, not auto theme alone.",false,false,round12
자동차 연비개선,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,oe_re_mix|asp|raw_material_spread|customer_diversification,raw_material_inflation|factory_disruption|customer_concentration|auto_demand_slowdown,"Tire/component scoring needs spread and customer evidence, not auto theme alone.",false,false,round12
경량화,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,oe_re_mix|asp|raw_material_spread|customer_diversification,raw_material_inflation|factory_disruption|customer_concentration|auto_demand_slowdown,"Tire/component scoring needs spread and customer evidence, not auto theme alone.",false,false,round12
현대-기아차 부품주,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,oe_re_mix|asp|raw_material_spread|customer_diversification,raw_material_inflation|factory_disruption|customer_concentration|auto_demand_slowdown,"Tire/component scoring needs spread and customer evidence, not auto theme alone.",false,false,round12
엠폭스,POLICY_GEOPOLITICAL_EVENT,EVENT_DISEASE_PEST_DEMAND,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,Event disease/pest demand is one-off until recurring platform demand is proven.,false,false,round12
코로나19,POLICY_GEOPOLITICAL_EVENT,EVENT_DISEASE_PEST_DEMAND,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,Event disease/pest demand is one-off until recurring platform demand is proven.,false,false,round12
전염병 진단,POLICY_GEOPOLITICAL_EVENT,EVENT_DISEASE_PEST_DEMAND,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,Event disease/pest demand is one-off until recurring platform demand is proven.,false,false,round12
빈대퇴치,POLICY_GEOPOLITICAL_EVENT,EVENT_DISEASE_PEST_DEMAND,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,Event disease/pest demand is one-off until recurring platform demand is proven.,false,false,round12
황사마스크,POLICY_GEOPOLITICAL_EVENT,EVENT_DISEASE_PEST_DEMAND,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,Event disease/pest demand is one-off until recurring platform demand is proven.,false,false,round12
공기정화,POLICY_GEOPOLITICAL_EVENT,EVENT_DISEASE_PEST_DEMAND,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,one_off_demand|inventory_build|guidance_down|demand_cliff,Event disease/pest demand is one-off until recurring platform demand is proven.,false,false,round12
초전도체,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_contract|revenue_conversion|verified_product,paper_only|relatedness_unclear|price_only_rally|commercialization_failure,Speculative science tags are Green-blocked without commercialization and revenue evidence.,false,false,round12
맥신,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_contract|revenue_conversion|verified_product,paper_only|relatedness_unclear|price_only_rally|commercialization_failure,Speculative science tags are Green-blocked without commercialization and revenue evidence.,false,false,round12
그래핀,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_contract|revenue_conversion|verified_product,paper_only|relatedness_unclear|price_only_rally|commercialization_failure,Speculative science tags are Green-blocked without commercialization and revenue evidence.,false,false,round12
양자 기술,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_contract|revenue_conversion|verified_product,paper_only|relatedness_unclear|price_only_rally|commercialization_failure,Speculative science tags are Green-blocked without commercialization and revenue evidence.,false,false,round12
스페이스X,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_contract|revenue_conversion|verified_product,paper_only|relatedness_unclear|price_only_rally|commercialization_failure,Speculative science tags are Green-blocked without commercialization and revenue evidence.,false,false,round12
페라이트,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_contract|revenue_conversion|verified_product,paper_only|relatedness_unclear|price_only_rally|commercialization_failure,Speculative science tags are Green-blocked without commercialization and revenue evidence.,false,false,round12
